day,tranche,accts,balance,past_due_amt,amount_owed_to_dt,total_payments_amt
2022-08-03,75-90,52,73053.9465128127,13757.71,13597.8,45.74
2022-08-03,8-14,247,243890.5208002468,9440.2,19309.64,10420.82
2022-08-03,Current,4240,5108836.750230107,9999.77,240632.64,271733.65
2022-08-04,1-7,379,443029.8057610287,19760.29,33302.68,21178.51
2022-08-04,15-29,398,365613.7815512502,24720.91,33777.24,10932.73
2022-08-04,30-44,418,433339.6741053492,46781,49564.19,5827.74
2022-08-04,45-59,284,342748.9328294811,44830.11,46850.79,3419.78
2022-08-04,60-74,161,218538.296676099,35013.74,35310.47,998.48
2022-08-04,75-90,50,68464.3309136546,13008.87,12774.2,45.74
2022-08-04,8-14,234,238646.2946353083,9636.53,18406.36,9604.01
2022-08-04,Current,4174,5015320.977478458,4310.59,240087.47,278534.44
2022-08-05,1-7,357,408016.504170541,18972.78,35121.16,19998.36
2022-08-05,15-29,384,349284.728478292,25831.15,31088.68,9537.09
2022-08-05,30-44,429,441587.2184648161,50684.78,53220.67,6171.39
2022-08-05,45-59,284,341766.8389861858,47280.92,47102.36,3452.04
2022-08-05,60-74,166,225408.8547879517,37555.25,36656.48,1051.54
2022-08-05,75-90,46,63862.8617964703,12327.46,11945.56,45.74
2022-08-05,8-14,219,234656.4073370691,12537.22,18780.06,9763.38
2022-08-05,Current,4185,4987046.380894303,8338.65,260126.63,305303.29
2022-08-06,1-7,360,415027.7343236438,17987.78,34735.9,23819.05
2022-08-06,15-29,460,434979.587047107,30674.95,37689.14,13786.52
2022-08-06,30-44,438,446362.2694943987,50225.1,52345.17,6555.67
2022-08-06,45-59,300,361335.3902317426,49561.78,49311.31,3406.51
2022-08-06,60-74,167,226741.8477753186,37705.11,36690.93,1131.99
2022-08-06,75-90,51,69063.9278932871,13307.22,12958.68,79.1
2022-08-06,8-14,247,265392.3207117522,10215.27,20921.97,11959.02
2022-08-06,Current,4029,4788544.561375326,5013.32,249388.5,295479.91
2022-08-07,1-7,364,419928.851173842,18015.26,34203.32,24147.61
2022-08-07,15-29,385,367792.8156564136,24280.03,32544.16,13128.95
2022-08-07,30-44,486,496874.9299817575,53525.54,54858.54,7455.56
2022-08-07,45-59,326,380042.3850236614,51589.07,50901.41,3528.36
2022-08-07,60-74,174,232006.0210723568,38172,37353.79,1371.94
2022-08-07,75-90,55,78982.6974522343,15143.58,14795.04,79.1
2022-08-07,8-14,244,262015.1125195264,10221.15,20812.15,11831.46
2022-08-07,Current,4004,4731775.003643915,4418.01,248573.19,295388.76
2022-08-08,1-7,355,398457.750653041,17677.75,33547.62,22719.93
2022-08-08,15-29,378,362020.2485688413,24058.1,32308.8,12796.5
2022-08-08,30-44,405,409874.9141302491,42824.51,46053.71,6976.63
2022-08-08,45-59,391,442482.6574744241,58492.83,57537.51,4344.21
2022-08-08,60-74,190,255137.4818215014,41342.88,40843.78,1488.18
2022-08-08,75-90,60,86693.5086501556,16524.92,16416.65,235.65
2022-08-08,8-14,243,259330.0281274133,10347.85,20651.83,11538.68
2022-08-08,Current,3983,4678240.759951847,3920.46,257490.96,300187.18
2022-08-09,1-7,313,357236.8426956733,14234.19,33234.23,20718.53
2022-08-09,15-29,400,376104.3507036149,24675.68,37451.85,13970.09
2022-08-09,30-44,408,408568.3140634471,42715.32,48466.12,6805.95
2022-08-09,45-59,323,356520.1519847837,45669.73,48493.22,3392.26
2022-08-09,60-74,255,338785.688635986,54315.61,55702.45,2478.03
2022-08-09,75-90,65,92903.9242909506,17482.97,17781.23,315.55
2022-08-09,8-14,267,299929.730285888,13576.29,24738.43,11522.12
2022-08-09,Current,3958,4621059.004647309,3169.29,279086.75,302294.59
2022-08-10,1-7,296,339394.5727599971,13170.67,32437.74,20280.78
2022-08-10,15-29,393,374748.8162118056,24257.43,37724.65,14210.53
2022-08-10,30-44,425,427787.2889138716,45172.77,51429.63,7655.62
2022-08-10,45-59,324,353494.3588052723,45594.58,48058.36,3246.06
2022-08-10,60-74,222,298325.1712246396,47589.12,48787.51,2438.75
2022-08-10,75-90,96,131641.9601066536,24295.42,24629.36,354.83
2022-08-10,8-14,274,315544.5215322227,14716.63,26810.67,12400.39
2022-08-10,Current,3952,4599310.955055245,2959.94,281005.33,304655.25
2022-08-11,1-7,247,273684.5706106032,8290.78,26531.42,19301.89
2022-08-11,15-29,402,385875.1945420787,25411.56,38623.95,14161.77
2022-08-11,30-44,415,414257.1855025222,44045.62,49980.98,7532.77
2022-08-11,45-59,335,368854.9444442129,47830.89,50679.11,3630.4
2022-08-11,60-74,221,297045.4743020262,47877.11,49125.16,2463.75
2022-08-11,75-90,96,130144.9794065761,24063.23,24278.32,354.83
2022-08-11,8-14,327,381921.5215934066,19938.76,34078.02,15032.06
2022-08-11,Current,3933,4574682.237922364,4111.83,280839.02,308405.83
2022-08-12,1-7,220,235540.3954506132,9144.82,21479.87,14904.41
2022-08-12,15-29,405,392444.7374772599,27727.76,37580.52,13499.87
2022-08-12,30-44,415,408123.1751424429,44994.4,49796.11,7613.56
2022-08-12,45-59,333,371942.7356731941,50233.92,51515.76,3714.65
2022-08-12,60-74,221,295021.5927956387,49233.19,48968,2424.13
2022-08-12,75-90,94,129032.7281291219,24538.51,24075.61,354.83
2022-08-12,8-14,303,357034.2338424193,21652.52,33006.06,14832.91
2022-08-12,Current,3955,4541784.417645379,7120.26,291737.99,341386.21
2022-08-13,1-7,276,282136.4072030636,9272.81,24555.58,21724.59
2022-08-13,15-29,490,492699.3533882412,33591.83,45771.33,18885.81
2022-08-13,30-44,423,411893.8015120214,45203.01,49308.05,7649.62
2022-08-13,45-59,339,374913.7035730585,50111.54,51539.96,3892.85
2022-08-13,60-74,227,300171.394751871,50174.44,49515.73,2496.12
2022-08-13,75-90,100,137537.3461284116,26114.44,25583.59,354.83
2022-08-13,8-14,292,353154.072230212,17904.34,33030.39,16109.76
2022-08-13,Current,3788,4342438.194758461,3505.71,278855.29,328450.19
2022-08-14,1-7,271,278209.9145953688,9158.22,24035.75,21747.62
2022-08-14,15-29,400,424012.6806652706,27553.76,38873.47,16484.08
2022-08-14,30-44,489,460240.9930063974,48507.35,53584.28,10202.37
2022-08-14,45-59,351,379364.1002586729,50162.26,51290.59,4046.44
2022-08-14,60-74,240,325413.8851886529,53719.67,53114.59,2628.01
2022-08-14,75-90,104,139321.5738971079,26403.69,25872.84,354.83
2022-08-14,8-14,294,351949.9825483,17853.88,32574.86,15755.06
2022-08-14,Current,3776,4311909.5940010045,3291.74,278813.54,329971.88
2022-08-15,1-7,257,265937.0958140851,9062.03,23472.92,19755
2022-08-15,15-29,392,414580.6610245436,27026.21,38478.17,16027.24
2022-08-15,30-44,385,370655.7774558145,38146.22,43002.38,8750.58
2022-08-15,45-59,442,448822.9316590732,59046.88,60212.35,5563.38
2022-08-15,60-74,248,332109.8770058108,55038.74,54164.87,2650.75
2022-08-15,75-90,112,151598.157682875,28612.35,28095.56,354.83
2022-08-15,8-14,293,347920.0350747089,17650.17,32419.4,15748.48
2022-08-15,Current,3781,4294649.150463224,4351.31,288210.77,339920.75
2022-08-16,1-7,284,288460.1276421746,10057.57,29035.64,22201
2022-08-16,15-29,425,463503.0869490058,30401.44,45811.98,16485.74
2022-08-16,30-44,392,374811.1128449775,39340.31,45522.5,8774.4
2022-08-16,45-59,376,387547.0150772313,49949.63,53851.52,4882.14
2022-08-16,60-74,304,370087.5233989171,60497.98,61907.34,3340.43
2022-08-16,75-90,122,174561.03375823,32985.99,33031.17,428.37
2022-08-16,8-14,256,298863.1936085094,14331.54,29658.15,15628.95
2022-08-16,Current,3746,4241390.411008654,3658.35,310639.15,340606.68
2022-08-17,1-7,276,286266.6707524745,10328.61,29927.38,21213.33
2022-08-17,15-29,431,483182.5269164449,32055.38,48394.94,17313.68
2022-08-17,30-44,364,341578.5364543563,34948.52,41819.47,8331.6
2022-08-17,45-59,404,415707.636952928,54313.54,58328.63,4827.93
2022-08-17,60-74,255,311754.6027699304,50455.7,52274.55,3112.58
2022-08-17,75-90,176,238929.3814443993,44758.58,45024.18,775.11
2022-08-17,8-14,258,288136.7896786077,13936.27,29050.87,15839.8
2022-08-17,Current,3737,4224369.172716797,2958.41,317917.18,345959.49
2022-08-18,1-7,277,284584.4761651589,9731.07,29368.84,21173.63
2022-08-18,15-29,485,549879.9216761749,37274.09,54399.7,18817.29
2022-08-18,30-44,361,340569.9533005753,35822.91,43270.99,8979.39
2022-08-18,45-59,406,416104.9407384693,54900.07,58343.77,4660.73
2022-08-18,60-74,255,310047.7583297269,51460.29,52581.83,3248.3
2022-08-18,75-90,171,234059.8935323194,44059.93,44133.29,775.11
2022-08-18,8-14,199,213184.0191129216,8914.15,22466.9,14412.8
2022-08-18,Current,3724,4202094.431390536,2879,320792.51,354874.13
2022-08-19,1-7,257,256330.2634535768,8967.55,27065.61,20532.3
2022-08-19,15-29,470,535772.1879855228,39108.12,52105.05,17571.94
2022-08-19,30-44,372,339556.1068333847,37037.2,43523.91,10224.41
2022-08-19,45-59,399,414545.0822949555,56875.22,58079.89,4655.11
2022-08-19,60-74,270,331314.8316709441,57006.52,56244.6,3190.65
2022-08-19,75-90,158,219016.0962563981,42090.44,41263.59,939.27
2022-08-19,8-14,173,196365.4158356735,10572.83,21398.75,13164.37
2022-08-19,Current,3750,4177448.2606591918,7513.04,327934.78,380311.07
2022-08-20,1-7,337,322619.4469604304,9743.11,27003.67,23669.63
2022-08-20,15-29,521,605979.5531741342,42847.8,59508.95,24500.05
2022-08-20,30-44,372,342903.1580691878,37900.78,42605.15,9701.06
2022-08-20,45-59,407,417925.4608431666,57159.78,58527.06,5000.84
2022-08-20,60-74,271,331093.7793961821,57215.44,55959.67,3290.57
2022-08-20,75-90,166,227879.7072284619,43949.88,42925.83,1005.99
2022-08-20,8-14,224,227766.9261113567,9440.15,24295.98,15946.21
2022-08-20,Current,3543,3949169.4981939113,3849.34,316789.87,371919.73
2022-08-21,1-7,348,328806.3221317506,10292.73,27264.9,24179.76
2022-08-21,15-29,435,515008.3139474312,34403.59,50889.15,21861.32
2022-08-21,30-44,435,419930.9396993525,44536.74,49759.42,12566.22
2022-08-21,45-59,418,422156.7880802228,57050.39,57947.71,5325.79
2022-08-21,60-74,286,347819.0714631465,59592.41,58097.5,3245.04
2022-08-21,75-90,171,233361.7046634041,44914.52,43960.3,1119.8
2022-08-21,8-14,214,221688.2631088492,8864.96,23387.06,15535.02
2022-08-21,Current,3505,3862508.744922709,3297.87,316099.69,372170.65
2022-08-22,1-7,330,304034.1881076455,9442.49,25372.04,21450.7
2022-08-22,15-29,425,497942.2692905723,33293.37,50243.12,21591.42
2022-08-22,30-44,352,349723.0084053581,35752.05,42575.16,11898.13
2022-08-22,45-59,474,476880.7109192895,63310.65,64033.76,6428.12
2022-08-22,60-74,310,364897.4197835301,62031.66,61220.71,3202.39
2022-08-22,75-90,177,243450.1582200224,46804.4,46292.18,1351.39
2022-08-22,8-14,216,224718.1808468959,9039.57,24064.96,16140.75
2022-08-22,Current,3507,3859337.5069455043,4153.69,327315.84,376982.46
2022-08-23,1-7,330,293615.6154885254,8653.76,26796.43,19736.17
2022-08-23,15-29,427,497601.6359972758,33126.94,52679.94,21830.57
2022-08-23,30-44,355,350106.8141421947,36459.35,45094.39,11616.2
2022-08-23,45-59,388,384732.156874448,49616.96,54711.01,5925.78
2022-08-23,60-74,375,425635.9303322576,71058.93,72411.21,3885.78
2022-08-23,75-90,196,268708.6015082776,51258.09,52367.76,1624.18
2022-08-23,8-14,232,240881.8358024848,9969.28,26693.27,17182.61
2022-08-23,Current,3475,3824246.64812668,4016.58,352268.45,381121.6
2022-08-24,1-7,341,300063.4987934356,9131.76,27788.97,19963.29
2022-08-24,15-29,435,508684.0843985066,33990.91,55052.39,23388.11
2022-08-24,30-44,357,349927.3994450713,36079.2,46368.32,11757.71
2022-08-24,45-59,392,388920.4988789769,50455.68,55566.41,5830.06
2022-08-24,60-74,311,345101.503949318,57070.53,58385.43,3140.56
2022-08-24,75-90,257,343567.1419470276,64913.91,66901.09,2330.65
2022-08-24,8-14,222,233420.2929649788,9755.19,25435.06,16154.34
2022-08-24,Current,3449,3799040.887324501,3202.61,357561.05,384933.28
2022-08-25,1-7,339,310430.1722367913,10045.24,29551.16,20532.54
2022-08-25,15-29,443,519764.9555265181,34794.26,56891.24,24895.68
2022-08-25,30-44,351,341813.3476074724,35191.78,45584.32,11730.71
2022-08-25,45-59,398,397391.286380561,52107.17,56879.09,6016.36
2022-08-25,60-74,315,350588.0898777348,58764.97,60633.67,3287.64
2022-08-25,75-90,249,334842.9464470611,63467.85,64828.35,2177.21
2022-08-25,8-14,210,213505.9294485002,8701.56,22715.03,14534.07
2022-08-25,Current,3449,3787074.470601747,3539.18,359628.42,392340.22
2022-08-26,1-7,318,284716.8661211119,10526.41,25911.07,17934.05
2022-08-26,15-29,443,518487.7158498131,38015.16,55780.42,23570.79
2022-08-26,30-44,350,346009.0209649924,37374.83,46017.65,11584.09
2022-08-26,45-59,392,386601.5679239012,52369.85,55620.6,6059.43
2022-08-26,60-74,324,365731.575514205,63034.72,63769.13,3561.6
2022-08-26,75-90,217,292263.4726569735,56755.44,56305.31,2100.25
2022-08-26,8-14,196,191447.8161770328,9178.8,20907.73,14050.03
2022-08-26,Current,3474,3783285.5684355837,7850.48,370147.14,426143.3
2022-08-27,1-7,346,322969.6571916804,10990.69,28854.03,24277.16
2022-08-27,15-29,493,564405.194631099,39943.16,60300.98,27771.54
2022-08-27,30-44,368,372705.295669756,39625.22,47588.86,11928.3
2022-08-27,45-59,398,386696.8605033683,52254.87,55605.99,6295.54
2022-08-27,60-74,323,364751.4274827389,62829.16,63503.66,3806.91
2022-08-27,75-90,222,297882.6603882534,57882.29,57351.51,2111.9
2022-08-27,8-14,291,259281.2335012585,9611.64,26013.24,17949
2022-08-27,Current,3256,3584109.1261629034,3499.34,354717.37,413196.19
2022-08-28,1-7,350,331120.8637605764,10946.25,27769.5,24277.14
2022-08-28,15-29,389,453153.8045889982,29779.3,47686.14,21070.64
2022-08-28,30-44,446,465375.4785536075,48131.03,57659.18,18272.14
2022-08-28,45-59,408,393037.3603087885,52720.87,55674.61,6534.08
2022-08-28,60-74,329,369978.8740150254,63392.13,63976.94,3957.86
2022-08-28,75-90,229,303402.0820837468,58763.32,58225.28,2136.9
2022-08-28,8-14,297,267900.6313830601,10311.35,27361.66,18559.15
2022-08-28,Current,3239,3561095.3190410724,3060.98,354311.9,413652.72
2022-08-29,1-7,337,310211.8771839044,10519.91,26600.19,22107.33
2022-08-29,15-29,391,455586.2450530434,29959.3,49042.16,22130.92
2022-08-29,30-44,354,394022.4505074752,39562.43,48184.79,15494.86
2022-08-29,45-59,475,442416.8521971615,58083.35,63254.75,9273.27
2022-08-29,60-74,341,374405.3995739367,63482.91,64390.65,3999.7
2022-08-29,75-90,240,322109.6782304738,62002.62,61897.18,2318.79
2022-08-29,8-14,297,265975.3164477329,10259.93,27237.44,18404.88
2022-08-29,Current,3241,3570150.9567845715,2702.94,361689.21,417794.44
2022-08-30,1-7,336,309012.3624818312,9516.73,29156.2,21316.78
2022-08-30,15-29,420,486052.1681255013,32057.28,56063.78,24998.37
2022-08-30,30-44,345,383406.0883486267,39271.85,49453.33,13194.76
2022-08-30,45-59,381,368263.4229795951,47473.04,55051.81,8664.23
2022-08-30,60-74,429,438544.6927478973,72690.4,76011.13,5012.51
2022-08-30,75-90,254,343700.4045178083,66134.97,68095.11,2488.61
2022-08-30,8-14,297,267845.4117065268,10389.94,27677.18,17744.56
2022-08-30,Current,3202,3524353.520247322,3822.84,387603.27,422679.39
2022-08-31,1-7,349,325163.3228976884,10343.19,29431.25,21524.29
2022-08-31,15-29,391,434820.8860876998,29003.76,50939.65,23174.23
2022-08-31,30-44,386,434487.8939859128,43335.35,56173.45,14312.29
2022-08-31,45-59,375,358336.5223259001,46521.13,53815.95,8385.95
2022-08-31,60-74,363,374698.1958140989,61464.01,64453.6,4310.53
2022-08-31,75-90,315,400888.356589206,76590.05,79372.1,3496.93
2022-08-31,8-14,301,271919.3118403654,10983.07,27929.02,17559.35
2022-08-31,Current,3173,3502915.4622848667,2538.16,395339.9,430487.64
2022-09-01,1-7,345,328541.4709944591,10412.71,30255.59,21118.83
2022-09-01,15-29,386,417068.0474640094,27946.29,48772.46,22502.98
2022-09-01,30-44,389,447294.8378066074,47665.8,58579.23,15221.02
2022-09-01,45-59,347,329063.5646407019,43355.64,50383.34,8564.1
2022-09-01,60-74,393,404113.5488750876,66946.71,68536.26,4216.13
2022-09-01,75-90,311,387365.9180446521,74799.73,76890.23,3615.82
2022-09-01,8-14,295,270160.3704248916,11455.19,27273.17,16819.04
2022-09-01,Current,3176,3485244.473188761,8291.18,401457.49,448531.06
2022-09-02,1-7,372,381571.2039679936,15523.34,34793.43,26696.71
2022-09-02,15-29,340,365590.6118192872,26536.2,43731.4,21350.38
2022-09-02,30-44,451,519533.3931198942,57085.86,66495.92,17508.42
2022-09-02,45-59,346,329346.4133644889,45906.01,51194.16,8972.3
2022-09-02,60-74,395,402498.2325603071,69482.47,69106.23,4376.26
2022-09-02,75-90,255,316594.0560064447,62755.94,62246.51,3085.4
2022-09-02,8-14,259,232088.5072758608,12153.7,21411.12,12242.79
2022-09-02,Current,3165,3424567.1615786236,7876.51,407287.83,476810.57
2022-09-03,1-7,416,439387.2471824252,16925.25,36043.15,30764.01
2022-09-03,15-29,453,457389.9569264924,31244.86,50135.34,25416.16
2022-09-03,30-44,441,514025.2757957332,60199.05,64769.5,17123.85
2022-09-03,45-59,354,320054.8750968749,44229.73,49606.48,9242.61
2022-09-03,60-74,386,400160.3584382701,69963.9,67538,4415.61
2022-09-03,75-90,273,341057.8052762803,67292.54,66958.78,3287.45
2022-09-03,8-14,277,252367.3854281542,10220.53,26990.01,18175.46
2022-09-03,Current,2980,3228871.0254994296,7376.74,393301.02,480479.75
2022-09-04,1-7,467,486956.1688643832,20297.45,36868.07,32777.5
2022-09-04,15-29,396,389377.5352000909,24556.96,41150.08,21042.72
2022-09-04,30-44,493,585405.8460635889,66393.95,74140.73,22285.91
2022-09-04,45-59,356,324930.0762550213,44482.21,49378.52,9347.93
2022-09-04,60-74,393,404529.2699721631,70300.68,67905.33,4571.44
2022-09-04,75-90,278,343231.448709833,67649.81,67151.67,3155.93
2022-09-04,8-14,278,250791.8111077634,9911.45,26583.91,18013.63
2022-09-04,Current,2915,3164837.846875543,3336.49,390452.61,478798.32
2022-09-05,1-7,463,484039.629997566,20467.83,36506.08,32759.09
2022-09-05,15-29,395,385316.9738512128,24354.93,41317.17,21606.61
2022-09-05,30-44,409,496772.3462227804,55484.93,62939.03,19949.19
2022-09-05,45-59,413,396533.2186514457,52981.97,57670.62,11511.8
2022-09-05,60-74,402,403223.424115586,70076.64,66418.5,4829.02
2022-09-05,75-90,292,360982.9158599243,70803.03,70179.47,3157.49
2022-09-05,8-14,275,244086.4526431989,9761.73,25898.16,17594.45
2022-09-05,Current,2917,3167028.9106572764,4165.53,390685.78,482292.09
2022-09-06,1-7,462,492655.2234368661,20717.65,44879.5,35328.93
2022-09-06,15-29,403,392077.3777274124,24849.18,42784.92,22029.46
2022-09-06,30-44,399,482975.5079041051,54283.99,64570.06,19705.92
2022-09-06,45-59,332,329090.2457624306,42429.85,49208.4,10766.54
2022-09-06,60-74,456,456273.1344989255,77316.9,74846.91,6010.95
2022-09-06,75-90,320,385913.2959726008,75631.91,75744.07,3175.79
2022-09-06,8-14,272,241206.7592513779,9573.43,25652.76,17728.86
2022-09-06,Current,2912,3146882.2146142214,2867.18,403178.57,480241.22
2022-09-07,1-7,421,431727.6859917774,18047.19,43166.86,31456.2
2022-09-07,15-29,412,400039.2371369624,25535.73,46620.27,22494.38
2022-09-07,30-44,397,478983.8264597905,53757.68,67431.45,19608.11
2022-09-07,45-59,337,337411.5228648291,43751.69,53513.61,11192.91
2022-09-07,60-74,372,365949.2512370503,61085.61,62470.05,5334.07
2022-09-07,75-90,394,465443.895301182,89997.1,93151.53,4062.55
2022-09-07,8-14,294,271915.8992529803,10965.34,27641.46,17753.9
2022-09-07,Current,2916,3157908.29973697,3460.89,434042.86,487341.45
2022-09-08,1-7,412,418485.8770533452,16988.84,48757.09,32914.71
2022-09-08,15-29,432,420995.4423139748,27065.04,49468.53,24025.37
2022-09-08,30-44,395,479287.0690280693,53841.46,72896.12,20275.59
2022-09-08,45-59,334,335662.7657905365,43841.71,53697.3,10898.72
2022-09-08,60-74,382,374702.7261661855,62821.87,67016.97,5379.9
2022-09-08,75-90,375,435988.7642697549,84226.53,87285.38,3907.56
2022-09-08,8-14,295,277684.5587677084,10822.8,26746.81,16980.08
2022-09-08,Current,2891,3127368.5467062485,2343.82,456271.32,492976.1
2022-09-09,1-7,338,319221.5132325346,13313.79,36384.85,25084.21
2022-09-09,15-29,446,425019.7958935489,30198.45,47750.82,21928.53
2022-09-09,30-44,395,473207.9368625668,56262,71672.42,19656.49
2022-09-09,45-59,329,329045.380975629,44854.55,52700.54,10602.96
2022-09-09,60-74,388,383678.1139968156,66249.67,68735.92,5522.73
2022-09-09,75-90,310,352199.4463891721,68687.66,69254.77,3066.69
2022-09-09,8-14,310,312077.0728849862,15379.07,33639.88,20996.08
2022-09-09,Current,2929,3161702.7066860413,4602.86,469064.85,529518.24
2022-09-10,1-7,359,338962.9338829257,12603.66,37647.61,30787.99
2022-09-10,15-29,534,486723.2410357258,33287.83,53244.44,26751.13
2022-09-10,30-44,402,484596.1484194811,56675.37,72189.84,20436.09
2022-09-10,45-59,337,341600.6785970682,46398.75,54232.78,10715.81
2022-09-10,60-74,383,374661.1818073667,64865.04,66597.93,5317.15
2022-09-10,75-90,319,362706.1132420195,70587.58,71539.8,3483.42
2022-09-10,8-14,350,362158.6682268669,15134.22,41344.52,27528.73
2022-09-10,Current,2759,3003645.3724607644,544.07,451624.39,513936.61
2022-09-11,1-7,295,281487.0134579735,8113.4,30451.14,28524.8
2022-09-11,15-29,454,407760.4698818023,26145.94,44000.44,22585.58
2022-09-11,30-44,461,538447.3186641855,61314.19,77700.25,24340.65
2022-09-11,45-59,354,366902.723515928,49280.51,56875.38,11034.01
2022-09-11,60-74,388,372874.0649429745,64219.53,65934.93,5459.14
2022-09-11,75-90,327,375388.1722083879,72864.18,74214.33,3881.35
2022-09-11,8-14,412,421485.3850008492,19370.97,47562.11,29458.26
2022-09-11,Current,2751,2993859.2571680397,635.1,451452.71,514895.75
2022-09-12,1-7,275,257559.1872907179,7601.7,26973.98,24610.98
2022-09-12,15-29,457,412824.0887525572,26363.97,45949.2,23819.66
2022-09-12,30-44,368,431935.5545506897,47975.25,62715.1,19387.96
2022-09-12,45-59,419,451623.9722101462,59339.01,69571.75,15559.99
2022-09-12,60-74,399,381804.9194266952,65296.08,67846.88,5701.71
2022-09-12,75-90,336,380993.3767266576,74040.2,75439.89,3925.97
2022-09-12,8-14,409,414554.3481264034,19062.86,46308.68,28475.82
2022-09-12,Current,2772,3018348.5491032223,514.38,463561.18,524797.29
